FID,ZONING_COD,ZONING_NAM,ZONING_TYP,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
3216,R6,RES MULTI-FAMILY,RESIDENTIAL,758.940154403,34447.5408023,3.29066817e-07,0.002378623134218
3217,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7540.65254166,1288410.04711,1.2307926335e-05,0.0233675803796
3218,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2729.13109108,186564.29437,1.782174393e-06,0.008540272666222
3219,R5,RES SINGLE FAMILY,RESIDENTIAL,5467.64126883,1250572.16212,1.1945882853e-05,0.016442628723669
3220,R6,RES MULTI-FAMILY,RESIDENTIAL,3414.05519548,550204.43965,5.255714711e-06,0.010390350388019
3221,R6,RES MULTI-FAMILY,RESIDENTIAL,1960.73952153,173756.95899,1.6599598e-06,0.005711520806123
3222,R7,RES MULTI-FAMILY,RESIDENTIAL,4568.21870472,807240.766989,7.711449131e-06,0.014027175775761
3223,M2,INDUSTRIAL,INDUSTRIAL,6959.32802334,2359247.65715,2.2537667395e-05,0.021109230377348
3224,R4,RES SINGLE FAMILY,RESIDENTIAL,681.576863858,29020.2592219,2.77240603e-07,0.002130660022037
3225,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2097.66941525,212736.404378,2.03233949e-06,0.006738136074966
3226,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1077.25235475,68865.7741781,6.57879195e-07,0.003438110108085
3227,R5,RES SINGLE FAMILY,RESIDENTIAL,1086.88020898,73741.0770219,7.04470877e-07,0.003459221431319
3228,R6,RES MULTI-FAMILY,RESIDENTIAL,2405.24511558,179068.578538,1.710656025e-06,0.007741742394074
3229,R6,RES MULTI-FAMILY,RESIDENTIAL,4701.38304088,1033292.56142,9.871274096e-06,0.015108806798988
3230,R5B,RES TWO-FAMILY,RESIDENTIAL,698.910159881,17216.9641813,1.64475916e-07,0.002176804444579
3231,OR2,OFFICE/RES,OFFICE,919.712527875,40025.7007438,3.82367922e-07,0.002945283932747
3232,R6,RES MULTI-FAMILY,RESIDENTIAL,650.316688282,10810.5539062,1.03273872e-07,0.002022155318175
3233,R5A,RES MULTI FAMILY,RESIDENTIAL,966.895900033,54730.4343625,5.2346949e-07,0.003039790351509
3234,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,907.850792137,35476.8924125,3.38909803e-07,0.00271856686504
3235,OR1,OFFICE/RES,OFFICE,4755.69306,583980.484453,5.578558569e-06,0.01425369575553
3236,R6,RES MULTI-FAMILY,RESIDENTIAL,7447.63377754,1339746.37238,1.2798833778e-05,0.023560027979666
3237,R7,RES MULTI-FAMILY,RESIDENTIAL,936.079873688,54606.3903687,5.21681972e-07,0.002926869152093
3238,R4,RES SINGLE FAMILY,RESIDENTIAL,2749.98943266,302801.216566,2.892840977e-06,0.008884436353084
3239,R4,RES SINGLE FAMILY,RESIDENTIAL,2621.42805607,396739.094622,3.790252556e-06,0.008020158763446
3240,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1813.9861558,179494.63047,1.714827015e-06,0.005408053115347
3241,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2400.48110088,229826.40957,2.195595763e-06,0.006958943718055
3242,R7,RES MULTI-FAMILY,RESIDENTIAL,970.133097551,58796.6459313,5.61708832e-07,0.003022281833807
3243,R5A,RES MULTI FAMILY,RESIDENTIAL,4913.34854204,511700.75535,4.895337238e-06,0.014975083681733
3244,R7,RES MULTI-FAMILY,RESIDENTIAL,1021.5207773,64924.1592055,6.20240853e-07,0.003161844629154
3245,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3987.12551282,420831.577753,4.020310588e-06,0.012889336385572
3246,R7,RES MULTI-FAMILY,RESIDENTIAL,1342.05212668,47814.2333062,4.56779533e-07,0.004221899373929
3247,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1388.70220047,73704.6060437,7.04125363e-07,0.004370843958694
3248,R7,RES MULTI-FAMILY,RESIDENTIAL,4047.04058017,731250.46154,6.984593618e-06,0.01243526869461
3249,R6,RES MULTI-FAMILY,RESIDENTIAL,3819.84447556,565931.578906,5.405583438e-06,0.011627323749569
3250,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2632.91098471,303520.64739,2.898989412e-06,0.00792118706257
3251,R4,RES SINGLE FAMILY,RESIDENTIAL,4515.06282423,431209.526963,4.118635253e-06,0.012716178670089
3252,R7,RES MULTI-FAMILY,RESIDENTIAL,2903.5434585,491882.5137,4.698162804e-06,0.008903203230651
3253,R6,RES MULTI-FAMILY,RESIDENTIAL,1210.68999207,64853.2957188,6.19414029e-07,0.003769548829978
3254,R5,RES SINGLE FAMILY,RESIDENTIAL,43944.6075966,23656340.849,0.000225974820923,0.136957897288595
3255,R6,RES MULTI-FAMILY,RESIDENTIAL,2452.4819969,185790.56373,1.774971964e-06,0.007026423788922
3256,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1330.34187886,94503.3428797,9.02862323e-07,0.004239430959205
3257,R6,RES MULTI-FAMILY,RESIDENTIAL,1214.38667807,46593.2216766,4.45138086e-07,0.00395951786595
3258,R7,RES MULTI-FAMILY,RESIDENTIAL,3144.20530563,504905.172448,4.823623438e-06,0.009314007234832
3259,R5A,RES MULTI FAMILY,RESIDENTIAL,1279.80720167,53688.9962563,5.13543208e-07,0.003877844677839
3260,OR3,OFFICE/RES,OFFICE,738.581705568,29987.3821406,2.86494022e-07,0.002353074378336
3261,R5,RES SINGLE FAMILY,RESIDENTIAL,9581.27110282,4721011.08498,4.5100133144e-05,0.028925049267246
3262,R6,RES MULTI-FAMILY,RESIDENTIAL,768.677693413,28267.8017641,2.70060261e-07,0.002525426860943
3263,R4,RES SINGLE FAMILY,RESIDENTIAL,1049.56051604,66243.6598328,6.32876819e-07,0.003285171914841
3264,R7,RES MULTI-FAMILY,RESIDENTIAL,8018.7653329,2198937.52114,2.1007727884e-05,0.025244236204447
3265,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4601.81531684,1288719.41871,1.2312421085e-05,0.014023108777058
3266,R4,RES SINGLE FAMILY,RESIDENTIAL,386.375288266,6767.03120547,6.4653983e-08,0.001179519093945
3267,R4,RES SINGLE FAMILY,RESIDENTIAL,2279.60210444,275554.63399,2.63266008e-06,0.006971881502284
3268,R6,RES MULTI-FAMILY,RESIDENTIAL,4490.22108287,453236.88753,4.330100793e-06,0.014436336594632
3269,R6,RES MULTI-FAMILY,RESIDENTIAL,830.179821161,31561.42355,3.01539004e-07,0.00244265514313
3270,R6,RES MULTI-FAMILY,RESIDENTIAL,946.946303889,40049.6368328,3.82632777e-07,0.003141387674309
3271,R7,RES MULTI-FAMILY,RESIDENTIAL,830.584599442,38069.6277281,3.63714571e-07,0.002686616097787
3272,R6,RES MULTI-FAMILY,RESIDENTIAL,3811.38950783,721820.9689,6.896286542e-06,0.011333082546957
3273,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,377.35410118,7093.60723203,6.771475e-08,0.001181273736454
3274,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,164.901866988,1141.09977891,1.0904789e-08,0.00052385627458
3275,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,721.823769632,32556.7484625,3.11284245e-07,0.002252064349709
3276,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1723.91170059,185630.021012,1.774807926e-06,0.005356551520532
3277,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,432.527881734,8199.55826094,7.8292424e-08,0.001291668304446
3278,R4,RES SINGLE FAMILY,RESIDENTIAL,470.913552834,11178.6314562,1.06657693e-07,0.001391300979786
3279,OR2,OFFICE/RES,OFFICE,667.745084563,20239.6543719,1.93554368e-07,0.00195749772924
3280,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,308.906806319,5591.42330078,5.3472895e-08,0.000987381299248
3281,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1598.92109884,129896.964991,1.242268987e-06,0.005073735816412
3282,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6799.13986379,733797.40097,7.017519683e-06,0.021987609334546
3283,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,487.706250838,10723.0973703,1.02549829e-07,0.001479833602206
3284,R6,RES MULTI-FAMILY,RESIDENTIAL,3339.84859676,159946.006442,1.529618276e-06,0.010600709425563
3285,OTF,OFFICE/TOURIST FACILITY,OFFICE,1315.43455827,90749.4245687,8.68122703e-07,0.004210961962104
3286,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1180.38271716,66382.627882,6.34845401e-07,0.003631777609285
3287,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1341.65145194,108263.217011,1.035344184e-06,0.004090630080607
3288,R7,RES MULTI-FAMILY,RESIDENTIAL,1549.36982161,114404.984878,1.094102746e-06,0.004919271928872
3289,R7,RES MULTI-FAMILY,RESIDENTIAL,5136.45278273,1304155.56476,1.2471852024e-05,0.015738593555052
3290,OR2,OFFICE/RES,OFFICE,658.79787406,14862.9444906,1.4214081e-07,0.00200715989401
3291,R5,RES SINGLE FAMILY,RESIDENTIAL,2224.80817244,166685.57037,1.594071655e-06,0.006776096579642
3292,R3,RES SINGLE FAMILY,RESIDENTIAL,2643.97398592,185379.469963,1.772843835e-06,0.008466863629053
3293,R1,RES SINGLE FAMILY,RESIDENTIAL,3294.20457476,241553.22333,2.310031509e-06,0.010076180658319
3294,R7,RES MULTI-FAMILY,RESIDENTIAL,737.332235593,15814.6372688,1.51242738e-07,0.002219387313724
3295,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1043.51081399,66315.9216063,6.33495527e-07,0.0032601819052
3296,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1214.74593503,60547.6719297,5.79030232e-07,0.003588572030582
3297,R6,RES MULTI-FAMILY,RESIDENTIAL,1222.71815257,90288.1842422,8.63466106e-07,0.003787308690764
3298,OR2,OFFICE/RES,OFFICE,2711.06924955,222482.299984,2.127651744e-06,0.008280947647928
3299,R7,RES MULTI-FAMILY,RESIDENTIAL,2078.97553974,146246.094684,1.398604716e-06,0.006603158462483
3300,OR3,OFFICE/RES,OFFICE,546.265292269,11170.0382594,1.06822927e-07,0.001724989534209
3301,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5457.55788815,660118.138531,6.30257241e-06,0.016635544974058
3302,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2605.2115954,185678.51173,1.775740049e-06,0.008593602917399
3303,M3,INDUSTRIAL,INDUSTRIAL,4041.82935011,476837.192479,4.560166847e-06,0.013076488258539
3304,M2,INDUSTRIAL,INDUSTRIAL,554.994712034,17367.9536594,1.66096519e-07,0.001667461279913
3305,R6,RES MULTI-FAMILY,RESIDENTIAL,2579.35334422,254567.2318,2.434538753e-06,0.007987028073099
3306,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,738.779611706,31170.9765938,2.98103401e-07,0.002223870977862
3307,R6,RES MULTI-FAMILY,RESIDENTIAL,810.886058923,40756.0237219,3.89767856e-07,0.002500327562403
3308,R6,RES MULTI-FAMILY,RESIDENTIAL,5495.37948269,750049.364791,7.173171703e-06,0.017563890871958
3309,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,431.498113714,5367.72946094,5.1334586e-08,0.001231301774801
3310,R6,RES MULTI-FAMILY,RESIDENTIAL,1560.26119271,132790.355363,1.269962111e-06,0.004836634375411
3311,R7,RES MULTI-FAMILY,RESIDENTIAL,3519.83365536,492348.603833,4.70864405e-06,0.011344782459826
3312,R5,RES SINGLE FAMILY,RESIDENTIAL,3721.35803665,775863.25604,7.420187329e-06,0.011460588115303
3313,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,375.074685722,7040.50574062,6.7333241e-08,0.001106884169306
3314,R7,RES MULTI-FAMILY,RESIDENTIAL,5442.07572216,997259.59354,9.537348008e-06,0.016872639445527
3315,R7,RES MULTI-FAMILY,RESIDENTIAL,692.012319907,25866.1282453,2.47374478e-07,0.002072100483327
3316,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1252.41226917,64695.1715344,6.18718846e-07,0.003741697971491
3317,R5B,RES TWO-FAMILY,RESIDENTIAL,2178.47053358,199515.481005,1.908100709e-06,0.006968078470302
3318,R7,RES MULTI-FAMILY,RESIDENTIAL,373.687139099,8433.45850938,8.0654482e-08,0.001187228493024
3319,R7,RES MULTI-FAMILY,RESIDENTIAL,9690.31593207,1882398.46837,1.8002299133e-05,0.030160436372292
3320,OR3,OFFICE/RES,OFFICE,692.352847317,13049.96307,1.24806928e-07,0.002295202228661
3321,R7,RES MULTI-FAMILY,RESIDENTIAL,1566.11399941,151067.253494,1.444761388e-06,0.004805436112638
3322,R7,RES MULTI-FAMILY,RESIDENTIAL,1025.54455238,38549.1729844,3.68674772e-07,0.003163768388362
3323,R1,RES SINGLE FAMILY,RESIDENTIAL,12339.4814282,5673566.91623,5.4258632255e-05,0.038879311940092
3324,OR2,OFFICE/RES,OFFICE,853.764412156,44907.2291063,4.29488331e-07,0.002688317591638
3325,R6,RES MULTI-FAMILY,RESIDENTIAL,2395.29120073,329282.346894,3.149293945e-06,0.007577700786438
3326,R7,RES MULTI-FAMILY,RESIDENTIAL,2476.53446479,243977.541747,2.33337556e-06,0.007865674179168
3327,R7,RES MULTI-FAMILY,RESIDENTIAL,763.696974871,35942.7682312,3.43758291e-07,0.002416970205919
3328,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1235.33010179,80036.2303734,7.65479563e-07,0.004021133362677
3329,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,5142.29755815,250939.83681,2.399907435e-06,0.016539076020177
3330,OR,OFFICE/RESIDENTIAL,OFFICE,505.277475388,12274.2839156,1.17393236e-07,0.001507765632039
3331,R6,RES MULTI-FAMILY,RESIDENTIAL,1883.67059568,124904.20985,1.194591023e-06,0.005782212921854
3332,R6,RES MULTI-FAMILY,RESIDENTIAL,2210.80548333,297672.94447,2.846943196e-06,0.006904781747275
3333,R7,RES MULTI-FAMILY,RESIDENTIAL,3126.07685495,272944.10687,2.61039138e-06,0.00908587300545
3334,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,877.673277135,43605.2716719,4.17046094e-07,0.00275536442518
3335,R7,RES MULTI-FAMILY,RESIDENTIAL,3500.46870669,224400.07143,2.146216458e-06,0.011088537866485
3336,OR3,OFFICE/RES,OFFICE,1143.8711463,63045.0205625,6.02993316e-07,0.003598184432027
3337,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1386.45445497,110570.152843,1.057511016e-06,0.004427822534571
3338,R7,RES MULTI-FAMILY,RESIDENTIAL,3379.57257272,468062.851903,4.476578023e-06,0.011085047576064
3339,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2486.74481998,154712.469237,1.47849141e-06,0.007992364569534
3340,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1101.50788575,51550.96515,4.91856555e-07,0.003402065399832
3341,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,938.897159626,22302.6651492,2.13213969e-07,0.002952974139246
3342,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,645.687735581,14125.0592109,1.35073864e-07,0.001928260290099
3343,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1190.00082786,38847.7943688,3.7137344e-07,0.0037717594815
3344,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1371.96168578,69834.3715062,6.67142463e-07,0.003999757034244
3345,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,640.602871099,24028.2354641,2.29626035e-07,0.001991040659956
3346,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,2055.78658086,186967.156603,1.787898676e-06,0.006514692037091
3347,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1262.78484624,91385.3865977,8.734176e-07,0.004032505113218
3348,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,895.284216263,49798.0391438,4.75833311e-07,0.002810012271196
3349,R3,RES SINGLE FAMILY,RESIDENTIAL,4905.27063532,919469.7791,8.794004813e-06,0.015890235093569
3350,OR3,OFFICE/RES,OFFICE,1948.98897777,212761.057972,2.035079347e-06,0.00593911265861
3351,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1318.28518246,96536.1136039,9.2332883e-07,0.004121220510289
3352,R7,RES MULTI-FAMILY,RESIDENTIAL,7164.88722931,860559.278013,8.230737798e-06,0.022266665015448
3353,R4,RES SINGLE FAMILY,RESIDENTIAL,2022.79735925,267286.38199,2.556517289e-06,0.006378185317739
3354,OR3,OFFICE/RES,OFFICE,2686.23453688,373667.099286,3.574010217e-06,0.008532928644829
3355,R6,RES MULTI-FAMILY,RESIDENTIAL,4282.67762833,737154.492264,7.050514399e-06,0.013404977303796
3356,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1078.54098107,61785.0574719,5.9099203e-07,0.003256693792384
3357,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1135.96111996,76999.2858656,7.36502769e-07,0.003599420672095
3358,RE,RES ESTATE,RESIDENTIAL,70848.8553567,44287594.6376,0.000423620205698,0.221623954961801
3359,R5,RES SINGLE FAMILY,RESIDENTIAL,9622.47570047,3551298.81503,3.3966985986e-05,0.029287864785149
3360,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6530.58943111,1591671.25556,1.5227655449e-05,0.020863941834021
3361,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,795.179804304,37748.0968453,3.61340857e-07,0.002442236393504
3362,OR1,OFFICE/RES,OFFICE,635.761891215,20474.3289375,1.95808318e-07,0.002011162933362
3363,R4,RES SINGLE FAMILY,RESIDENTIAL,721.37587941,30592.0837383,2.92592443e-07,0.002183941610392
3364,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1040.40545014,64495.5114391,6.15561919e-07,0.003312308242317
3365,R5A,RES MULTI FAMILY,RESIDENTIAL,2335.86449684,295755.43726,2.824136558e-06,0.007447569907253
3366,R5A,RES MULTI-FAMILY,RESIDENTIAL,4935.35102229,1448938.43911,1.3852871873e-05,0.015464386956466
3367,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5292.69281551,526340.80078,5.027603117e-06,0.016778411292157
3368,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3253.31643569,270702.006476,2.588039965e-06,0.010308078010754
3369,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2573.53246462,276917.005445,2.644596592e-06,0.008019310645372
3370,R5,RES SINGLE FAMILY,RESIDENTIAL,13252.1222445,3946645.17019,3.7700244757e-05,0.042218488899901
3371,R4,RES SINGLE FAMILY,RESIDENTIAL,10722.27381,1197724.32294,1.1438360432e-05,0.032145237604519
3372,R7,RES MULTI-FAMILY,RESIDENTIAL,2600.88784232,252304.085381,2.412985271e-06,0.008251280790167
3373,R4,RES SINGLE FAMILY,RESIDENTIAL,3039.84625574,341572.28909,3.262385261e-06,0.009564212119999
3374,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2791.88136194,227737.08629,2.177189838e-06,0.008754185749206
3375,R4,RES SINGLE FAMILY,RESIDENTIAL,9904.59354548,4253896.81992,4.0649263353e-05,0.032137922499433
3376,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,265.520654445,2547.31695313,2.4328878e-08,0.000805067134183
3377,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7175.00596076,1960270.8652,1.870921958e-05,0.021419060513136
3378,OR3,OFFICE/RES,OFFICE,2748.38632139,213352.647969,2.039802216e-06,0.008748673525688
3379,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,435.579311891,4867.43599609,4.6555668e-08,0.001236398549364
3380,M2,INDUSTRIAL,INDUSTRIAL,917.379803996,51239.20435,4.89133088e-07,0.002803457901705
3381,R5,RES SINGLE FAMILY,RESIDENTIAL,30385.4694981,15765967.5989,0.000150880943367,0.095696460598257
3382,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,873.361242929,46895.86409,4.4842064e-07,0.002685686936513
3383,R6,RES MULTI-FAMILY,RESIDENTIAL,2132.38333597,139924.5604,1.336367038e-06,0.007187318191654
3384,R7,RES MULTI-FAMILY,RESIDENTIAL,3414.72145809,611083.58874,5.831363688e-06,0.010605769758808
3385,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5905.15731215,1058896.26987,1.0106186617e-05,0.018180396451023
3386,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1891.87051595,136030.004787,1.29721539e-06,0.005952762020547
3387,OR3,OFFICE/RES,OFFICE,1801.77043066,180908.773041,1.729637526e-06,0.005449111408937
3388,R5A,RES MULTI FAMILY,RESIDENTIAL,14765.4107528,7928822.72401,7.582543419e-05,0.046089470337682
3389,R5,RES SINGLE FAMILY,RESIDENTIAL,3548.09497511,519672.385773,4.961500036e-06,0.010792017566947
3390,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1884.93848322,174236.912584,1.663514675e-06,0.006090674187147
3391,R6,RES MULTI-FAMILY,RESIDENTIAL,1047.55710342,59681.4806195,5.70775993e-07,0.003271254388185
3392,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1319.46502207,107881.43849,1.029971927e-06,0.00410536435918
3393,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1158.92110002,64938.3489508,6.20314898e-07,0.003626278241319
3394,R6,RES MULTI-FAMILY,RESIDENTIAL,1165.23838452,66128.1033312,6.31638214e-07,0.00357580529977
3395,OR2,OFFICE/RES,OFFICE,644.64715529,25313.8529695,2.41862542e-07,0.002044251219771
3396,R1,RES SINGLE FAMILY,RESIDENTIAL,2746.12149531,368560.22895,3.522819188e-06,0.008720071909587
3397,R5A,RES MULTI FAMILY,RESIDENTIAL,4738.06594019,375296.213554,3.588130928e-06,0.014358017290739
3398,R4,RES SINGLE FAMILY,RESIDENTIAL,2442.11607577,315474.449809,3.01952411e-06,0.007465991212244
3399,M2,INDUSTRIAL,INDUSTRIAL,1121.57242024,69652.5119398,6.65881227e-07,0.003365132680661
3400,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3058.42036452,265213.550617,2.53510036e-06,0.009774925924448
3401,OR2,OFFICE/RES,OFFICE,3711.00442932,400356.33403,3.827487585e-06,0.011445678743753
3402,R4,RES SINGLE FAMILY,RESIDENTIAL,2637.93145905,315149.074588,3.009034122e-06,0.008373915897695
3403,R6,RES MULTI-FAMILY,RESIDENTIAL,3290.33879908,613835.64497,5.86078131e-06,0.01062280837264
3404,R5A,RES MULTI FAMILY,RESIDENTIAL,1513.13285153,87969.3488188,8.41229304e-07,0.004964672093552
3405,R5,RES SINGLE FAMILY,RESIDENTIAL,1209.86501274,90230.7684375,8.61515781e-07,0.003820168071716
3406,R6,RES MULTI-FAMILY,RESIDENTIAL,3916.62802764,560352.96394,5.349959126e-06,0.012455575184222
3407,R6,RES MULTI-FAMILY,RESIDENTIAL,3167.32956782,346151.67234,3.305121391e-06,0.009545843995989
3408,M2,INDUSTRIAL,INDUSTRIAL,2287.96368127,217242.90761,2.074285684e-06,0.007356446029919
3409,R7,RES MULTI-FAMILY,RESIDENTIAL,2555.39928606,247259.249569,2.360879164e-06,0.007861856234516
3410,R5,RES SINGLE FAMILY,RESIDENTIAL,5538.94613977,1158628.26877,1.1062830107e-05,0.017508175755947
3411,OR2,OFFICE/RES,OFFICE,2700.03347081,159122.78847,1.519350906e-06,0.008414906985304
3412,R6,RES MULTI-FAMILY,RESIDENTIAL,558.838587991,15489.4842156,1.47906665e-07,0.001822859053786
3413,R5A,RES MULTI FAMILY,RESIDENTIAL,2054.73549651,180984.60042,1.728733116e-06,0.006328748756231
3414,R7,RES MULTI-FAMILY,RESIDENTIAL,1341.27125544,75880.8064313,7.24581655e-07,0.004281132107169
3415,R6,RES MULTI-FAMILY,RESIDENTIAL,4665.45277318,1043754.37774,9.96638345e-06,0.014287266977018
3416,R5,RES SINGLE FAMILY,RESIDENTIAL,10042.8451256,3476095.82902,3.3190726351e-05,0.032225495024632
3417,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1239.57870147,96005.2398797,9.16697043e-07,0.003849880418121
3418,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1789.79039627,143777.961612,1.372856519e-06,0.005910440849333
3419,R6,RES MULTI-FAMILY,RESIDENTIAL,3626.40583932,695715.98659,6.643659677e-06,0.011357666612764
3420,R5A,RES MULTI-FAMILY,RESIDENTIAL,3662.35198297,821754.528763,7.846691964e-06,0.01123607544257
3421,OR2,OFFICE/RES,OFFICE,2284.51793523,222921.65444,2.128768527e-06,0.00710127248672
3422,R6,RES MULTI-FAMILY,RESIDENTIAL,2255.66166416,276764.48283,2.642911383e-06,0.006968774947575
3423,R4,RES SINGLE FAMILY,RESIDENTIAL,1286.33343207,95123.2190625,9.08347369e-07,0.004155526972212
3424,RR,RURAL RESIDENTIAL,RESIDENTIAL,841.774997881,41737.8994125,3.98276374e-07,0.002628217997532
3425,R5A,RES MULTI FAMILY,RESIDENTIAL,773.432825548,34299.6515125,3.28029444e-07,0.002445768340678
3426,R1,RES SINGLE FAMILY,RESIDENTIAL,2926.77103539,319441.11644,3.050286332e-06,0.008957417141504
3427,R1,RES SINGLE FAMILY,RESIDENTIAL,2150.91232268,186963.87274,1.785330496e-06,0.006688310561284
3428,OR,OFFICE/RESIDENTIAL,OFFICE,656.316888657,26251.7217234,2.5067121e-07,0.00204260066701
3429,R7,RES MULTI-FAMILY,RESIDENTIAL,1770.14233497,102762.762625,9.81283093e-07,0.005614838778148
3430,R6,RES MULTI-FAMILY,RESIDENTIAL,1935.15327498,227260.20211,2.169829119e-06,0.006106426974697
3431,R7,RES MULTI-FAMILY,RESIDENTIAL,1300.88111555,71651.9458156,6.84115664e-07,0.004077477762764
3432,R6,RES MULTI-FAMILY,RESIDENTIAL,2629.86304833,207127.111669,1.977595483e-06,0.008812854637232
3433,OR1,OFFICE/RES,OFFICE,996.828519093,25436.5850305,2.42859571e-07,0.003380465776128
3434,R6,RES MULTI-FAMILY,RESIDENTIAL,1192.33636881,85191.1505062,8.13371595e-07,0.003768952310139
3435,R4,RES SINGLE FAMILY,RESIDENTIAL,950.338384538,53274.9950563,5.08650513e-07,0.003039002483425
3436,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1222.35056207,56781.3258609,5.42096784e-07,0.003692855339322
3437,OR1,OFFICE/RES,OFFICE,543.807455188,12604.2197063,1.2033354e-07,0.001580505273262
3438,M3,INDUSTRIAL,INDUSTRIAL,1039.07616721,65218.1816781,6.22663584e-07,0.003167382029153
3439,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1760.59034686,89224.7331234,8.51828717e-07,0.005672792209475
3440,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1415.53895424,75344.7590562,7.19253195e-07,0.004634019976958
3441,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2086.6193798,225944.16618,2.156663506e-06,0.006489725620206
3442,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,711.52615641,31717.0392344,3.03055629e-07,0.002194475532362
